"","output_JJ1715_393_S43_R1_001.fastq_paired.fq_quant","output_JJ1715_394_S44_R1_001.fastq_paired.fq_quant"
"Smarcd2",2289.294,2539.126
"Smarcd3",95.894,205
"Smarce1",1894.569,2237.84
"Smc1a",2361.532,2574.37
"Smc1b",0,2
"Smc2",1092.089,1673.75
"Smc3",2015.305,2347.975
"Smc4",2931.467,3740.426
"Smc5",511.977,540.972
"Smc6",1283.355,1594.715
"Smchd1",1029.346,1136.682
"Smco1",1.06,4.35
"Smco2",0,0
"Smco3",1,0
"Smco4",308.612,385.264
"Smcp",0,2
"Smcr8",910.869,761.748
"Smdt1",1865.265,2765.741
"Smek1",2460.382,2153.088
"Smek2",2587.385,2207.055
"Smg1",3889.157,3031.355
"Smg5",1243.777,1280.988
"Smg6",779.115,896.829
"Smg7",2241.186,2535.726
"Smg8",373.473,263
"Smg9",307.093,442.355
"Smgc",0,0
"Smim1",171.163,187.099
"Smim10l1",1553.073,1814.295
"Smim11",460.415,563.776
"Smim12",214.071,323.141
"Smim13",431,441.02
"Smim14",2451.51,3654.825
"Smim15",1932.36,2181.341
"Smim17",7,1
"Smim18",0,0
"Smim19",223.004,319
"Smim20",614.398,848.734
"Smim22",459.826,588.593
"Smim23",0,0
"Smim24",10321.385,5765.033
"Smim3",229.005,783.015
"Smim4",50,57.019
"Smim5",44,42
"Smim6",671.941,1209.782
"Smim7",1730.362,2265.762
"Smim8",264.03,371.001
"Smim9",1,0
"Smlr1",142.763,128.083
"Smn1",411.98,706.451
"Smndc1",1062.021,1313.5
"Smo",310.691,381
"Smoc1",190.889,299
"Smoc2",1884.496,2154.574
"Smox",517.394,1037.286
"Smpd1",411.595,524.555
"Smpd2",829.105,857.973
"Smpd3",3229.19,4100.289
"Smpd4",458.987,535.139
"Smpd5",18,9
"Smpdl3a",2912.219,2952.536
"Smpdl3b",1216.008,689.028
"Smpx",125.961,237.05
"Smr2",0,0
"Smr3a",0,0
"Sms",807.499,923.122
"Smtn",2146.773,3714.172
"Smtnl1",0,0
"Smtnl2",33.012,20
"Smu1",1814.872,2399.79
"Smug1",355.096,385.031
"Smurf1",793.681,835.431
"Smurf2",1560.129,1295.198
"Smyd1",13,47.18
"Smyd2",706.668,1004.325
"Smyd3",188.072,224.735
"Smyd4",43,75.192
"Smyd5",270.999,356.036
"Snai1",58.426,49
"Snai2",41.94,72.514
"Snai3",3,12
"Snap23",1279.532,1141.555
"Snap25",290.124,439.379
"Snap29",1622.282,1097.18
"Snap47",285.146,349.471
"Snap91",59,47
"Snapc1",279.992,386.693
"Snapc2",195.612,306.246
"Snapc3",207.007,226
"Snapc4",217.037,223.865
"Snapc5",729.45,842.123
"Snapin",477.338,680.933
"Snca",20,39
"Sncaip",65,82.118
"Sncb",13,17
"Sncg",192.977,269.002
"Snd1",3319.775,4651.065
"Sned1",189.959,117
"Snf8",1252.508,1668.145
"Snhg11",125.631,162.662
"Snip1",588.378,588.907
"Snn",133.064,147.044
"Snph",482.252,407.874
"Snrk",1993.352,1666.894
"Snrnp200",2070.786,2061.553
"Snrnp25",189.842,486.831
"Snrnp27",574.488,852.026
"Snrnp35",163.107,261.251
"Snrnp40",801.638,1181.784
"Snrnp48",455.948,385.806
"Snrnp70",3421.024,4414.49
"Snrpa",1076.714,1394.442
"Snrpa1",567.983,952.483
"Snrpb",1229.253,1891.205
"Snrpb2",884.414,1296.708
"Snrpd1",1081.683,1785.675
"Snrpd2",758.965,1313.176
"Snrpd3",1148.499,1754.591
"Snrpe",1050.566,1973.141
"Snrpf",527.3,936.008
"Snrpg",843.186,1187.78
"Snrpn",507.051,617.675
"Snta1",183.852,128
"Sntb1",90,70
"Sntb2",149,168.349
"Sntg1",10,12
"Sntg2",291.058,367.769
"Sntn",0,0
"Snupn",109.003,180.083
"Snurf",19.073,23.429
"Snw1",1941.789,2022.191
"Snx1",2849.862,2708.553
"Snx10",522.984,546.304
"Snx11",352.255,424.993
"Snx12",821.339,952.885
"Snx13",1950.285,1754.604
"Snx14",1209.087,1261.948
"Snx15",567.296,623.443
"Snx16",174,192.055
"Snx17",1476.589,2033.417
"Snx18",1016.449,1139.665
"Snx19",1128.338,1075.496
"Snx2",1718.185,1896.424
"Snx20",443.84,322.217
"Snx21",156.032,168
"Snx22",33.002,23.168
"Snx24",182.994,247.297
"Snx25",1758.248,1116.328
"Snx27",1024.241,922.592
"Snx29",110.04,62.011
"Snx3",3052.342,3789.943
"Snx30",237.176,119.012
"Snx31",9,3
"Snx32",47,61
"Snx33",340.317,319.82
"Snx4",1518.449,1559.985
"Snx5",3182.64,3147.364
"Snx6",1860.195,1980.612
"Snx7",1858.831,2532.841
"Snx8",88,131
"Snx9",3715.066,3273.677
"Soat1",971.575,1344.419
"Soat2",1701.255,811.066
"Sobp",110.162,187
"Socs1",94.366,171.178
"Socs3",465.501,370.444
"Socs4",2081.322,1684.936
"Socs5",417.297,414.052
"Socs6",824.633,938.301
"Socs7",691.268,593.003
"Sod1",6011.894,6763.261
"Sod3",440.785,1063.258
"Soga1",141.04,137
"Soga3",26,24
"Sohlh1",0,0
"Sohlh2",0,1
"Son",7954.849,8273.36
"Sorbs1",911.745,798.365
"Sorbs2",759.316,1367.436
"Sorbs3",218.829,216.066
"Sorcs2",288.258,310
"Sorcs3",12.001,14
"Sord",5644.476,6310.276
"Sorl1",1933.85,1953.864
"Sort1",6385.769,6562.842
"Sos1",1267.399,951.21
"Sos2",1487.794,1064.84
"Sost",0,1
"Sostdc1",30,34
"Sowaha",1625.637,641.371
"Sowahb",2484.482,2137.167
"Sowahc",0,738.595
"Sowahd",3,0
"Sox1",0,1
"Sox10",45,49
"Sox11",10,8
"Sox12",104.082,106.001
"Sox13",2105.655,1554.538
"Sox14",0,0
"Sox15",0,1
"Sox17",35,38
"Sox18",87.001,141.352
"Sox2",3,5
"Sox21",22.007,47
"Sox3",0,0
"Sox30",0,0
"Sox4",1286.431,1797.208
"Sox5",50,52.001
"Sox6",735.833,450.023
"Sox7",40.012,68
"Sox8",14,7
"Sox9",910.463,1515.805
"Sp1",3465.522,3092.601
"Sp2",455.621,536.6
"Sp3",2594.515,1822.088
"Sp4",178,154.169
"Sp5",34,42
"Sp6",7,10.257
"Sp7",2,0
"Sp8",0,0
"Sp9",1,1
"Spa17",42,51.378
"Spaca1",2,1
"Spaca3",1,0
"Spaca4",1,1
"Spaca5",0,0
"Spaca6",58.271,98.543
"Spaca7",0,0
"Spaca9",2,0
"Spag1",25,15
"Spag11a",0,0
"Spag11b",0,0
"Spag16",0,1
"Spag17",0,1
"Spag4",0,8
"Spag5",432.99,542.119
"Spag6",9,3
"Spag6l",0,2
"Spag7",755.786,945.563
"Spag8",3,1
"Spag9",2424.982,2125.009
"Spam1",0,0
"Spanxn4",0,0
"Sparc",4047.682,6144.365
"Sparcl1",8001.823,9194.682
"Spast",959.75,951.696
"Spata1",31.221,25.265
"Spata13",1167.144,1013.777
"Spata16",0,0
"Spata17",3,12
"Spata18",0,1
"Spata19",0,0
"Spata2",1024.676,669.807
"Spata20",3,1
"Spata21",1,0
"Spata22",16.999,10
"Spata24",27,62
"Spata25",0,1
"Spata2l",76.091,72.003
"Spata3",0,0
"Spata31",0,0
"Spata31d1a",0,0
"Spata31d1b",0,0
"Spata31d1c",0,0
"Spata31d1d",0,0
"Spata32",0,0
"Spata33",0,1
"Spata4",0,0
"Spata45",0,0
"Spata5",264.335,379.008
"Spata6",166.992,215.09
"Spata7",78.461,87
"Spata9",0,0
"Spatc1",0,0
"Spatc1l",1,1
"Spats1",1,0
"Spats2",393.686,507.016
"Spats2l",730.159,1173.451
"Spc24",245.467,348.295
"Spc25",351.481,559.211
"Spcs1",2097.28,2759.464
"Spcs2",2663.121,3830.218
"Spcs3",2635.5,3321.887
"Spdef",568.025,1431.537
"Spdl1",172.94,214.096
"Spdya",1,5
"Spdye4a",0,0
"Specc1",1124.202,1121.69
"Specc1l",5223.624,4389.392
"Spef1",204.178,288.001
"Speg",216.002,326.044
"Spem1",1.013,0
"Spen",1651.849,1173.505
"Spert",0,0
"Spesp1",0,0
"Spg11",664.294,639.812
"Spg20",663.362,1032.014
"Spg21",1024.388,1028.525
"Spg7",1367.603,1621.752
"Sphk1",41.031,47.008
"Sphk2",1013.893,947.747
"Sphkap",68,36
"Spi1",134.514,154.048
"Spib",285.329,699.923
"Spic",6,4
"Spice1",223.001,206.999
"Spidr",244.519,272
"Spin1",2543.873,2511.752
"Spin2c",5.001,12
"Spin4",7,9
"Spink1",4082.632,2809.491
"Spink10",0,0
"Spink11",0,0
"Spink12",0,0
"Spink13",0,0
"Spink14",0,0
"Spink2",0,0
"Spink4",10402.209,54635.459
"Spink5",0,2
"Spink6",0,0
"Spink7",0,0
"Spink8",0,2
"Spinkl",0,0
"Spint1",7787.443,5805.497
"Spint2",17766.589,22507.951
"Spint3",0,0
"Spint4",0,0
"Spint5",0,0
"Spire1",263,369.147
"Spire2",701.266,636.528
"Spn",265.506,188.015
"Spns1",632.254,759.947
"Spns2",244.173,295.988
"Spns3",16,22.007
"Spo11",10,15
"Spocd1",0,0
"Spock1",18,25
"Spock2",420.22,407.039
"Spock3",82,55
"Spon1",450.335,489.781
"Spon2",386.011,759.512
"Spop",3711.328,4302.506
"Spopl",667.943,803.173
"Spp1",18,78
"Spp2",0,0
"Sppl2a",4603.017,5660.24
"Sppl2b",221.953,212.488
"Sppl2c",0,0
"Sppl3",1985.688,1763.366
"Spr",664.008,966.712
"Spred1",1134.738,1101.73
"Spred2",1093.894,1311.327
"Spred3",8,16
"Sprn",17.004,19
"Sprr1a",91,560.943
"Sprr1b",0,0
"Sprr2b",27921.576,104065.463
"Sprr2d",0,0
"Sprr2e",0,0
"Sprr2f",0,0
"Sprr2g",0,0
"Sprr2h",0,1
"Sprr2i",0,0
"Sprr2j-ps",0,0
"Sprr2k",0,0
"Sprr3",0,0
"Sprr4",0,0
"Sprtn",195,124.013
"Spry1",344.468,492.609
"Spry2",455.106,519.979
"Spry4",169,248.014
"Spryd3",646.691,705.566
"Spryd4",276.331,323.105
"Spryd7",823.375,876.458
"Spsb1",658.484,520.412
"Spsb2",244,243.297
"Spsb3",418.382,485.033
"Spsb4",6,19
"Spta1",7,639.04
"Sptan1",8080.679,6853.42
"Sptb",97,136.098
"Sptbn1",12510.298,11495.595
"Sptbn2",39,38
"Sptbn4",9,14
"Sptlc1",1323.122,1538.712
"Sptlc2",6248.812,5135.611
"Sptlc3",0,0
"Sptssa",3216.454,5278.81
"Sptssb",19,92
"Spty2d1",1009.538,789.029
"Spx",1,5
"Spz1",0,0
"Sqle",3204.701,7052.652
"Sqrdl",3530.514,4739.353
"Sqstm1",6427.951,5646.768
"Sra1",1085.939,1444.875
"Srbd1",301.669,293.356
"Src",2964.002,2478.218
"Srcap",2552.854,2531.219
"Srcin1",25,44.002
"Srd5a1",285.974,519.834
"Srd5a2",13,14.52
"Srd5a3",487.834,568.383
"Srebf1",644.398,1084.063
"Srebf2",3198.125,4729.386
"Srek1",932.149,1033.444
"Srek1ip1",640.63,701.161
"Srf",1308.732,1709.494
"Srfbp1",180,169.959
"Srgap1",197,220.075
"Srgap2",332.162,435.419
"Srgap3",145,107.112
"Srgn",712.04,718.65
"Sri",4889.538,7169.294
"Srl",100.162,158.045
"Srm",233.998,489.027
"Srms",6,6
"Srp14",855.396,1186.96
"Srp19",597.7,1021.61
"Srp68",1917.281,2271.165
"Srp72",2090.521,2588.668
"Srp9",1685.333,2855.223
"Srpk1",1914.783,1921.675
"Srpk2",703.502,776.877
"Srpk3",13,11
"Srprb",742.358,1004.157
"Srpx",180.007,256.287
"Srpx2",210.891,268.001
"Srr",774.067,701.364
"Srrd",111,158
"Srrm1",3178.662,4037.837
"Srrm2",7216.833,6340.766
"Srrm3",12,8
"Srrm4",11,18
"Srrt",2079.186,2605.854
"Srsf1",5771.554,6825.537
"Srsf10",639.038,752.831
"Srsf11",2025.644,2377.055
"Srsf12",9,5
"Srsf2",3974.264,5912.544
"Srsf3",3493.005,4671.039
"Srsf4",1443.174,1706.475
"Srsf5",7700.224,9924.911
"Srsf6",4534.448,5369.758
"Srsf7",2197.963,2670.555
"Srsf9",686.004,1049.919
"Srxn1",7075.03,7172.079
"Ss18",1374.865,1429.704
"Ss18l1",142.808,128.786
"Ssb",2997.744,4040.24
"Ssbp1",536.084,793.951
"Ssbp2",319,301.366
"Ssbp3",1737.997,2133.918
"Ssbp4",313.755,387.113
"Ssc4d",23,30
"Ssc5d",267,457.067
"Ssfa2",6685.453,5130.498
"Ssh1",747.268,1148.115
"Ssh2",1784.728,1822.201
"Ssh3",1013.908,1167.051
"Ssmem1",0,0
"Ssna1",303.891,394.342
"Sspn",560.893,610.881
"Sspo",10,14
"Ssr1",4695.959,7857.247
"Ssr2",3132.27,5350.137
"Ssr3",7633.39,9547.573
"Ssr4",1772.109,2501
"Ssrp1",2764.815,3813.86
"Sssca1",129.959,178.523
"Sst",518.268,726.887
"Sstr1",11,12
"Sstr2",3,7
"Sstr3",12,7
"Sstr4",2,3
"Sstr5",24,13
"Ssu2",19.001,36
"Ssu72",1598.174,1842.499
"Ssx2ip",1659.565,1725.166
"Ssxa1",0,0
"St13",2687.527,2961.379
"St14",6980.297,7186.433
"St18",33,74
"St3gal1",237.007,123
"St3gal2",288.025,342.071
"St3gal3",189.016,525.084
"St3gal4",41115.848,38408.395
"St3gal5",54.006,84.051
"St3gal6",597.13,2376.153
"St5",1591.433,1563.022
"St6gal1",715.697,369.926
"St6gal2",4.004,9
"St6galnac2",904.208,977.939
"St6galnac3",59,54
"St6galnac4",149.115,204.433
"St6galnac5",13,20
"St6galnac6",248.018,633.447
"St7",173.039,245.034
"St7l",502.87,487.959
"St8sia1",28.93,32.677
"St8sia2",11,9
"St8sia3",20.633,28.125
"St8sia4",283.978,161.571
"St8sia5",0,0
"St8sia6",139.028,78
"Stab1",769.769,553.379
"Stab2",34,22
"Stac",15,27.01
"Stac2",42,21
"Stac3",4,3
"Stag1",1677.58,1549.792
"Stag2",3963.152,2897.197
"Stag3",1.827,5
"Stam",980.592,967.256
"Stam2",1189.405,1117.179
"Stambp",758.008,874.561
"Stap1",95.249,57.21
"Stap2",2748.28,2815.523
"Star",25,18
"Stard10",3592.57,5137.256
"Stard13",440.033,509.48
"Stard3",708.441,659.516
"Stard3nl",1022.957,1122.028
"Stard4",8362.397,7762.387
"Stard5",253.441,352.999
"Stard6",6,9
"Stard7",2710.641,3372.3
"Stard8",151.038,170
"Stat1",6030.261,4636.524
"Stat2",1483.705,1176.61
"Stat3",3993.914,4038.502
"Stat4",133.006,101
"Stat5b",535.082,511.532
"Stat6",2709.064,2527.769
"Stau1",1869.499,1753.058
"Stau2",346.865,393.765
"Stbd1",173.918,224.237
"Stc1",95,216.1
"Stc2",138,261.014
"Steap1",63,139.079
"Steap2",371.358,400.005
"Steap3",391.144,488.01
"Steap4",111,176.173
"Stfa3",0,0
"Stil",134,194
"Stim1",984.224,1041.232
"Stim2",1457.145,2380.012
"Stip1",2305.808,3665.224
"Stk10",1327.094,652.578
"Stk11",1357.255,1660.498
"Stk11ip",301.484,405.724
"Stk16",1247.445,1529.45
"Stk17b",4813.574,3128.955
"Stk19",292.445,382.93
"Stk24",3680.976,3261.44
"Stk25",5055.482,4650.441
"Stk26",50,39
"Stk3",883.282,1010.885
"Stk31",2,0
"Stk32a",5,20
"Stk32b",0,0
"Stk32c",94,184
"Stk33",2,4
"Stk35",637.119,610.198
"Stk36",9,12
"Stk38",2576.175,2513.208
"Stk38l",667.014,1082.392
"Stk39",646.064,815.742
"Stk4",1707.581,1563.268
"Stk40",1019.583,1368.743
"Stkld1",0,4
"Stmn1",3027.196,4019.432
"Stmn2",281.795,307.202
"Stmn3",66,100.996
"Stmn4",12,11
"Stmnd1",21,27
"Stom",4459.587,3670.268
"Stoml1",173.908,199.036
"Stoml2",909.451,1378.846
"Stoml3",1,0
"Ston1",396.16,295.086
"Stox1",5,19
"Stox2",222.278,335
"Stpg1",6,18
"Stpg2",0,0
"Stpg3",0,0
"Stra6",12,4
"Stra6l",371.241,373.067
"Stra8",0,0
"Strada",160.158,224.715
"Stradb",486.182,578.092
"Strap",2223.368,2753.948
"Strbp",1978.347,1953.333
"Strc",22.001,30.001
"Strip1",808.107,846.973
"Strip2",211.775,570.631
"Strn",1628.885,1318.16
"Strn3",1584.659,1536.983
"Strn4",1317.781,1311.57
"Stt3a",4320.342,5457.413
"Stt3b",6988.186,6840.056
"Stub1",1160.535,1748.192
"Stum",503.355,660.132
"Stx11",41,75
"Stx12",3033.875,2822.037
"Stx16",1103.188,1279.599
"Stx17",1027.458,975.955
"Stx18",390.244,543.039
"Stx19",3.765,3.101
"Stx1a",47,67.046
"Stx1b",45.08,57.096
"Stx2",134.375,194.984
"Stx3",2478.292,2638.04
"Stx4a",1170.689,1443.221
"Stx5a",1429.361,1445.737
"Stx6",471.907,570.939
"Stx7",3290.535,3296.805
"Stx8",605.011,805.129
"Stxbp1",561.688,1304.565
"Stxbp2",2006.318,2141.87
"Stxbp3",2567.66,2412.205
"Stxbp4",112.249,147.32
"Stxbp5",1645.729,1319.076
"Stxbp5l",5,3
"Stxbp6",437.98,761.106
"Styk1",3367.532,2313.081
"Styxl1",0,0
"Sub1",1527.752,2094.297
"Sucla2",4140.083,4527.299
"Suclg1",4169.191,4953.632
"Suclg2",1671.189,1505.45
"Sucnr1",64.319,191
"Suco",1662.594,1891.887
"Suds3",2252.601,2402.446
"Sufu",319.362,428.832
"Sugct",26,24
"Sugp1",674.765,738.942
"Sugp2",383.986,396.001
"Sugt1",1143.692,1262.023
"Sulf1",275.003,461.386
"Sulf2",1058.105,1267.044
"Sult1a1",333.795,123
"Sult1b1",6654.649,4302.29
"Sult1c1",0,0
"Sult1c2",142,138
"Sult1d1",6119.47,2836.465
"Sult1e1",0,2
"Sult2a2",0,0
"Sult2a3",0,0
"Sult2a6",0,0
"Sult2a7",0,0
"Sult2a8",0,0
"Sult2b1",2818.598,2559.846
"Sult3a1",0,0
"Sult3a2",0,0
"Sult4a1",97,159
"Sult5a1",8,11
"Sult6b1",0,0
"Sult6b2",1,0
"Sumf1",1038.804,1094.664
"Sumf2",144.29,193.906
"Sumo1",2685.472,2667.243
"Sumo2",1014.047,1156.106
"Sumo3",2980.193,3786.36
"Sun1",1449.715,1549.365
"Sun2",750.545,792.373
"Sun3",4,9
"Sun5",0,0
"Suox",10441.175,11626.418
"Supt16",2257.889,2896.79
"Supt20",902.372,773.165
"Supt3",108.539,100
"Supt4a",435.09,476.373
"Supt5",2337.042,2292.889
"Supt6",2682.425,2582.48
"Supt7l",347.598,417.549
"Supv3l1",382.22,532.972
"Surf1",682.409,772.764
"Surf2",236.303,256.037
"Surf4",7658.909,8586.64
"Surf6",332.041,456.882
"Susd1",84.001,105.101
"Susd2",2190.67,949.472
"Susd3",19,24.506
"Susd4",29,24
"Susd5",3,10
"Susd6",2522.972,1850.556
"Suv39h1",686.594,824.046
"Suv39h2",85.001,129.669
"Suv420h1",1879.775,1326.775
"Suv420h2",806.829,1033.538
"Suz12",2092.987,2353.692
"Sv2a",79,85.778
"Sv2b",39,64
"Sv2c",69.019,98.094
"Sva",0,0
"Sval1",115.003,321.047
"Sval2",0,1
"Sval3",0,0
"Svbp",195.342,269
"Svep1",504,513.906
"Svil",2401.412,3075.495
"Svip",789.308,895.787
"Svop",12.144,12
"Svopl",3,4
"Svs1",0,0
"Svs2",0,0
"Svs3b",0,1
"Svs4",0,0
"Svs5",0,0
"Svs6",0,0
"Swap70",841.043,748.738
"Swi5",1645.069,2411.782
"Swsap1",86.475,136.925
"Swt1",689.187,589.931
"Syap1",1936.218,1855.122
"Sybu",62,80.015
"Syce1",0,11
"Syce1l",0,0
"Syce2",91.001,147
"Syce3",7,3
"Sycn",11,33.006
"Sycp1",0,0
"Sycp2",0,4
"Sycp3",0,1
"Syde1",347.895,390.857
"Syde2",366.011,457.383
"Syf2",1439.999,1433.576
"Syk",869.894,1171.482
"Sympk",1749.915,1699.124
"Syn1",75.1,109
"Syn2",132.007,174.354
"Syn3",18,20.003
"Syna",72,73
"Synb",12.055,1.005
"Sync",52,55.298
"Syncrip",3015.331,3761.502
"Syndig1",201,184.403
"Syndig1l",1,2.002
"Syne2",2091.616,1562.641
"Syne3",30,19
"Syne4",35,28
"Syngap1",137.999,137.336
"Syngr1",137.102,147.096
"Syngr2",2621.766,3722.669
"Syngr3",41,82.679
"Syngr4",3,0
"Synj1",1029.634,890.431
"Synj2",381.218,623.065
"Synj2bp",529.786,437.688
"Synm",6346.362,10813.953
"Synpo",2444.81,1473.858
"Synpo2",5378.089,8640.851
"Synpo2l",7,4
"Synpr",4,5
"Synrg",1304.993,1203.45
"Syp",210,252.868
"Sypl",4301.045,5043.363
"Sypl2",63,67
"Sys1",503.664,616.16
"Syt1",210.023,241.018
"Syt10",0,1
"Syt12",372.109,476.423
"Syt13",170,230.157
"Syt14",25,36
"Syt15",73.253,108.767
"Syt16",5,3
"Syt17",114.282,72
"Syt2",232.086,103.679
"Syt3",12,13
"Syt4",115,170.714
"Syt5",71.918,90.169
"Syt6",38,58.233
"Syt7",717.784,819.961
"Syt8",0,1
"Syt9",92,97
"Sytl1",261.942,238
"Sytl2",1536.923,1929.359
"Sytl4",39,120.002
"Sytl5",15,9
"Syvn1",1875.583,1624.05
"Szrd1",2484.597,2688.457
"Szt2",628.867,559.133
"T",0,0
"Taar1",0,0
"Taar2",0,0
"Taar3",0,0
"Taar4",0,0
"Taar5",0,0
"Taar6",0,0
"Taar7a",0,0
"Taar7b",0,0
"Taar7d",0,0
"Taar7e",0,0
"Taar7f",0,0
"Taar9",0,0
"Tab1",463.327,543.826
"Tab2",3645.167,3326.105
"Tab3",501.056,433.443
"Tac1",270.009,491.884
"Tac2",0,0
"Tac4",1,1
"Tacc1",1270.219,1200.351
"Tacc2",1836.743,1641.623
"Tacc3",608.902,1038.278
"Taco1",251,253.306
"Tacr1",141.836,128.01
"Tacr2",38,22
"Tacr3",14,23
"Tacstd2",0,0
"Tada1",448.007,490.72
"Tada2a",203.813,305
"Tada2b",466.033,487.557
"Tada3",568.053,603.204
"Taf1",1499.684,1579.214
"Taf10",935.969,1296.519
"Taf11",458.307,552.139
"Taf12",762.89,885.252
"Taf13",650.867,807.981
"Taf15",3594.643,3844.571
"Taf1a",206.757,284.607
"Taf1b",183.037,215.06
"Taf1c",252.94,204.031
"Taf1d",675.437,990.089
"Taf2",670.939,791.775
"Taf3",381.761,471.706
"Taf4",740.395,796.023
"Taf4b",119.221,164.479
"Taf5",177.679,208.103
"Taf5l",867.001,914.283
"Taf6",513.464,627.025
"Taf6l",405.897,425
"Taf7",239.764,207
"Taf7l",0,0
"Taf8",440.091,410.921
"Taf9b",198,225.016
"Tagap1",352.263,396.63
"Tagln",10263.283,24038.575
"Tagln2",4275.01,9555.83
"Tagln3",19,32
"Tal1",15,41.432
"Tal2",1,6
"Taldo1",9273.096,12197.222
"Tamm41",241.359,411.212
"Tanc1",771.045,971.287
"Tanc2",456.259,547.148
"Tango2",814.201,795.382
"Tango6",117,122
"Tank",971.626,1002.224
"Taok1",422.112,289.015
"Taok2",1073.204,1071.015
"Taok3",3605.483,3168.417
"Tap1",3227.395,2581.101
"Tap2",1588.716,1413.023
"Tapbp",8235.71,7147.18
"Tapbpl",1880.179,1713.493
"Tapt1",1126.204,1181.876
"Tarbp1",68.001,53
"Tarbp2",347.262,421.9
"Tardbp",4347.034,5349.637
"Tarm1",2,6
"Tars",2386.891,3255.228
"Tars2",587.655,803.062
"Tarsl2",165.048,179.143
"Tas1r1",0,0
"Tas1r2",0,0
"Tas1r3",19.143,21.056
"Tas2r102",0,0
"Tas2r103",0,0
"Tas2r104",0,0
"Tas2r105",0,0
"Tas2r106",0,0
"Tas2r107",0,0
"Tas2r108",0,0
"Tas2r109",0,0
"Tas2r110",0,0
"Tas2r113",0,0
"Tas2r114",0,0
"Tas2r115",0,0
"Tas2r116",0,0
"Tas2r117",0,0
"Tas2r118",0,0
"Tas2r119",0,0
"Tas2r120",0,0
"Tas2r121",0,0
"Tas2r122",0,0
"Tas2r123",0,0
"Tas2r124",0,0
"Tas2r125",0,0
"Tas2r126",0,0
"Tas2r129",0,0
"Tas2r130",0,0
"Tas2r131",0,0
"Tas2r134",0,0
"Tas2r135",0,0
"Tas2r136",0,0
"Tas2r137",0,0
"Tas2r138",0,0
"Tas2r139",0,0
"Tas2r140",0,0
"Tas2r143",0,0
"Tas2r144",0,0
"Tasp1",173.593,205.004
"Tat",103,377.687
"Tatdn1",146.105,209.16
"Tatdn2",904.94,939.541
"Tatdn3",90.946,115.004
"Tax1bp1",10983.428,8789.137
"Tax1bp3",3293.958,3124.622
"Taz",923.877,1069.173
"Tbata",0,0
"Tbc1d1",1286.476,1734.039
"Tbc1d10a",245.785,262.348
"Tbc1d10b",1618.257,1587.968
"Tbc1d10c",105,81.077
"Tbc1d12",261,201.039
"Tbc1d13",1727.056,1833.179
"Tbc1d14",1581.349,1633.759
"Tbc1d15",2003.76,1548.715
"Tbc1d16",315.305,361.287
"Tbc1d17",502.246,431.987
"Tbc1d19",120,144.074
"Tbc1d2",187.479,277.103
"Tbc1d20",2867.898,2699.313
"Tbc1d21",0,0
"Tbc1d22a",1398.917,1088.281
"Tbc1d22b",998.818,917.935
"Tbc1d23",1048.778,907.145
"Tbc1d24",431.552,284.207
"Tbc1d25",120,137.123
"Tbc1d2b",482.851,494.401
"Tbc1d30",394.459,449.002
"Tbc1d31",137,126.011
"Tbc1d32",272,251.1
"Tbc1d4",242.177,325.786
"Tbc1d5",467.176,407.012
"Tbc1d7",99,209.042
"Tbc1d8",490.504,496.551
"Tbc1d8b",1101.735,898.201
"Tbc1d9",499.909,576.24
"Tbc1d9b",1815.171,1812.276
"Tbca",970.287,1258.903
"Tbcb",951.751,1240.11
"Tbcc",195.58,230.069
"Tbccd1",428.348,468.426
"Tbcd",994.588,1143.211
"Tbce",588.68,721.436
"Tbcel",846.837,936.043
"Tbck",635.851,587.941
"Tbk1",2060.931,1254.12
"Tbkbp1",86,69.029
"Tbl1x",2311.502,2316.099
"Tbl1xr1",2695.991,2436.473
"Tbl2",620.968,746.335
"Tbl3",249.067,415.151
"Tbp",360.458,372.118
"Tbpl1",477.004,481.187
"Tbpl2",0,0
"Tbr1",0,0
"Tbrg1",2598.424,3026.773
"Tbrg4",757.024,1090.004
"Tbx1",17,14
"Tbx10",0,0
"Tbx15",2,0
"Tbx18",0,1.032
"Tbx19",3,1
"Tbx2",192.034,181
"Tbx20",2,1
"Tbx21",42,17.004
"Tbx22",0,0
"Tbx3",6778.915,3249.502
"Tbx4",6,18
"Tbx5",0,0
"Tbx6",7,5
"Tbxa2r",23,44
"Tbxas1",110.009,126.896
"Tc2n",590.547,524.077
"Tcaf1",419.009,533.551
"Tcaf2",180,437.706
"Tcaf3",0,0
"Tcaim",175,193.001
"Tcam1",3,5.004
"Tcap",4,2
"Tcea1",616.059,539.787
"Tcea2",22,24.999
"Tcea3",1068.453,854.403
"Tceal1",39,83
"Tceal5",5,18.238
"Tceal7",0,0
"Tceal8",440.241,719.929
"Tceanc",120.342,96
"Tceanc2",504.735,476.357
"Tceb1",1255.215,1669.328
"Tceb2",1589.377,2437.396
"Tceb3",1673.377,1636.541
"Tcerg1",1195.989,1538.26
"Tcerg1l",5,0
"Tcf12",1754.334,1599.648
"Tcf15",10,11
"Tcf19",230.313,354.238
"Tcf20",1277.779,1231.009
"Tcf21",371.982,411.739
"Tcf23",109,68
"Tcf24",21,15
"Tcf25",3830.018,4440.309
"Tcf3",847.394,972.94
"Tcf4",2148.142,2499.22
"Tcf7",276.685,230
"Tcf7l1",208.233,275.001
